Genero,Nivel_Educativo,Area_Estudio,Promedio,Calificacion_Examen_Final,Participacion_Actividades_Extracurriculares,Horas_Estudio_Semanales,Calificacion_Satisfaccion_Curso,Nivel_Socioeconomico,Calificacion_Bienestar_Emocional,Asistencia_Clases,Calificacion_Habilidades_Sociales,Calificacion_Habilidades_Comunicacion,Fecha,Edad
Masculino,Secundaria,Matematicas,14.01,77,Si,22,5,Alto,5,78,1,2,2017-05-06,12
Masculino,Universitario,Ciencias,18.31,91,Si,21,4,Alto,5,90,5,3,2017-01-05,23
Masculino,Universitario,Matematicas,16.43,57,Si,11,2,Medio,7,91,5,8,2015-05-25,21
Masculino,Primaria,Matematicas,13.4,80,No,27,3,Medio,8,89,7,4,2017-08-30,11
Femenino,Secundaria,Artes,14.98,94,No,10,3,Bajo,6,74,6,7,2015-08-30,15
Femenino,Primaria,Ciencias,18.98,53,Si,28,1,Bajo,8,93,10,3,2015-02-02,7
Femenino,Secundaria,Matematicas,9.87,53,No,20,4,Bajo,7,92,6,1,2017-10-21,15
Femenino,Universitario,Ciencias,17.17,59,No,21,3,Bajo,8,83,10,9,2015-08-21,21
Femenino,Primaria,Matematicas,15.19,92,Si,11,4,Medio,10,86,4,3,2016-08-07,11
Femenino,Primaria,Artes,13.94,53,Si,21,1,Medio,7,71,5,3,2017-02-19,6
Masculino,Primaria,Ciencias,18.4,79,No,28,3,Bajo,8,90,4,6,2015-04-22,7
Femenino,Secundaria,Matematicas,9.68,85,Si,29,4,Bajo,10,88,4,10,2016-02-28,13
Masculino,Secundaria,Matematicas,19.62,83,Si,6,3,Medio,9,90,2,7,2017-11-09,16
Femenino,Secundaria,Artes,9.87,71,Si,14,2,Bajo,8,75,1,3,2016-07-25,12
Femenino,Universitario,Artes,14.37,64,No,22,4,Alto,9,81,4,5,2015-10-04,17
Masculino,Universitario,Artes,15.64,75,Si,15,5,Bajo,9,88,5,2,2017-06-23,24
Masculino,Universitario,Matematicas,11.42,57,No,28,3,Medio,10,91,9,6,2017-04-18,24
Femenino,Universitario,Ciencias,15.8,86,No,10,2,Bajo,10,78,10,8,2015-09-07,20
Masculino,Primaria,Ciencias,19.81,99,No,21,5,Alto,8,94,10,8,2015-03-12,10
Masculino,Primaria,Matematicas,9.51,65,Si,25,3,Bajo,8,80,8,2,2016-01-08,11
Masculino,Secundaria,Artes,11.76,96,Si,16,2,Medio,7,71,6,4,2017-11-11,14
Masculino,Secundaria,Artes,16.05,60,Si,17,4,Alto,9,73,8,10,2015-09-07,16
Femenino,Universitario,Matematicas,11.19,97,Si,27,5,Alto,10,71,7,1,2015-08-12,19
Masculino,Primaria,Ciencias,19.9,64,No,24,1,Bajo,6,98,2,10,2017-11-21,6
Masculino,Primaria,Matematicas,16.33,65,No,13,5,Medio,10,84,2,3,2015-09-18,6
Femenino,Universitario,Ciencias,17.78,52,Si,15,4,Bajo,5,84,1,1,2017-10-21,23
Femenino,Universitario,Artes,8.95,70,Si,13,4,Medio,5,81,5,5,2017-02-16,19
Femenino,Primaria,Ciencias,19.15,65,Si,14,5,Bajo,10,98,9,3,2017-12-02,7
Femenino,Universitario,Artes,10.34,78,No,16,3,Bajo,10,77,6,8,2015-06-24,17
Femenino,Secundaria,Matematicas,18.6,83,Si,9,4,Alto,8,85,2,9,2015-09-16,12
Masculino,Universitario,Ciencias,16.11,50,Si,6,2,Medio,8,81,6,5,2015-06-09,23
Masculino,Universitario,Matematicas,9.22,64,No,11,3,Bajo,10,73,8,3,2017-10-17,19
Femenino,Universitario,Matematicas,12.36,55,Si,8,2,Alto,9,98,3,8,2016-08-23,18
Masculino,Primaria,Ciencias,16.83,82,No,7,5,Alto,9,74,8,1,2016-05-03,8
Masculino,Primaria,Matematicas,10.56,53,Si,10,4,Bajo,8,91,10,9,2017-10-18,8
Femenino,Universitario,Matematicas,18.79,76,No,29,2,Bajo,6,90,8,2,2016-12-23,19
Masculino,Universitario,Matematicas,18.91,93,Si,21,2,Alto,5,95,10,8,2015-01-29,20
Masculino,Secundaria,Matematicas,12.97,90,Si,11,3,Medio,7,83,6,2,2015-03-13,12
Masculino,Universitario,Matematicas,15.16,56,No,9,4,Bajo,7,75,7,9,2016-12-19,22
Femenino,Universitario,Matematicas,17.6,67,Si,12,4,Medio,10,85,8,7,2016-12-13,22
Femenino,Primaria,Ciencias,19.07,82,No,5,2,Bajo,8,85,10,5,2017-11-29,7
Masculino,Universitario,Matematicas,14.18,91,Si,28,1,Alto,10,83,7,7,2015-03-15,20
Femenino,Primaria,Artes,8.91,57,Si,20,3,Bajo,6,98,8,2,2015-01-16,9
Femenino,Primaria,Matematicas,9.86,83,No,26,1,Medio,10,99,3,4,2016-12-24,6
Femenino,Secundaria,Artes,10.15,70,No,22,2,Bajo,9,80,3,3,2015-10-02,14
Masculino,Universitario,Ciencias,19.95,70,No,7,2,Medio,9,90,1,1,2016-07-10,20
Masculino,Universitario,Matematicas,13.09,87,No,19,3,Bajo,9,77,9,8,2016-04-30,24
Femenino,Secundaria,Matematicas,8.27,77,Si,14,4,Medio,10,84,4,9,2015-03-07,12
Masculino,Secundaria,Artes,10.98,91,No,24,2,Bajo,7,71,3,4,2015-11-09,14
Femenino,Primaria,Ciencias,10.62,75,Si,5,5,Bajo,9,83,4,5,2016-06-13,10
Masculino,Primaria,Matematicas,9.76,64,Si,9,4,Alto,7,96,4,9,2017-02-22,9
Masculino,Primaria,Matematicas,18.96,60,No,18,1,Alto,7,77,1,4,2015-11-26,9
Femenino,Secundaria,Matematicas,17.97,54,No,14,1,Alto,8,82,4,6,2017-12-10,16
Femenino,Secundaria,Matematicas,14.08,81,No,11,4,Bajo,6,78,8,5,2017-08-05,12
Femenino,Universitario,Ciencias,15.31,63,No,28,3,Alto,8,74,9,8,2017-01-22,23
Femenino,Secundaria,Matematicas,8.45,80,Si,23,4,Bajo,9,70,7,1,2015-01-22,15
Masculino,Universitario,Ciencias,18.59,86,Si,13,1,Alto,5,89,4,10,2015-01-03,23
Masculino,Secundaria,Matematicas,9.44,80,Si,27,5,Bajo,7,80,5,9,2016-11-29,14
Femenino,Universitario,Artes,17.27,53,No,12,4,Bajo,10,98,1,7,2017-09-03,21
Masculino,Primaria,Artes,13.86,89,Si,13,2,Medio,7,74,10,7,2016-09-07,9
Femenino,Universitario,Artes,18.76,80,Si,22,1,Alto,6,88,4,6,2015-12-12,21
Masculino,Primaria,Artes,15.25,52,No,16,1,Medio,5,81,8,3,2017-02-12,7
Masculino,Primaria,Ciencias,11.87,85,Si,5,2,Alto,7,73,9,2,2015-08-13,7
Masculino,Primaria,Matematicas,14.68,96,No,26,2,Medio,5,70,6,1,2017-12-03,11
Masculino,Universitario,Matematicas,19.26,52,Si,27,4,Medio,5,70,10,7,2017-02-11,18
Masculino,Universitario,Matematicas,12.66,65,No,11,4,Medio,6,94,9,7,2015-05-10,21
Masculino,Secundaria,Matematicas,16.94,89,Si,11,1,Medio,6,83,8,10,2017-10-07,14
Masculino,Primaria,Artes,8.38,57,No,8,3,Alto,5,89,10,8,2016-07-01,7
Masculino,Secundaria,Ciencias,18.28,57,Si,6,5,Alto,8,86,3,6,2016-03-29,14
Masculino,Universitario,Ciencias,19.93,89,No,11,4,Alto,6,76,1,7,2017-10-15,19
Masculino,Universitario,Matematicas,12.13,81,Si,10,3,Bajo,6,87,10,9,2015-06-15,23
Femenino,Primaria,Artes,13.23,62,Si,11,5,Alto,10,80,1,10,2016-02-17,7
Femenino,Primaria,Ciencias,14.17,76,Si,21,4,Bajo,10,79,3,7,2016-08-05,7
Masculino,Primaria,Artes,18.22,94,No,15,5,Medio,9,79,3,2,2017-11-17,11
Masculino,Primaria,Ciencias,8.26,99,No,13,2,Bajo,6,98,3,6,2016-10-06,9
Femenino,Primaria,Artes,17.59,51,No,13,3,Bajo,6,91,8,1,2017-08-11,8
Masculino,Secundaria,Matematicas,13.61,64,No,20,3,Medio,7,95,10,9,2016-05-21,15
Femenino,Secundaria,Ciencias,12.14,79,Si,8,1,Medio,8,76,10,7,2017-10-03,13
Femenino,Primaria,Artes,18.62,71,No,21,2,Medio,7,78,4,2,2017-06-15,10
Femenino,Universitario,Ciencias,13.06,76,Si,19,3,Bajo,10,95,7,10,2015-03-05,23
Femenino,Primaria,Artes,11.9,68,Si,27,1,Medio,5,92,4,10,2017-05-30,6
Femenino,Universitario,Artes,14.96,86,No,14,5,Bajo,6,75,9,5,2017-02-12,23
Femenino,Primaria,Artes,10.01,77,No,17,3,Medio,10,77,4,4,2015-04-24,9
Masculino,Secundaria,Matematicas,19.06,96,Si,28,2,Alto,8,99,6,6,2016-12-07,13
Femenino,Universitario,Artes,13.48,95,Si,25,3,Bajo,6,90,2,1,2017-06-14,22
Femenino,Universitario,Matematicas,16.6,76,No,7,5,Medio,8,93,4,9,2017-09-18,21
Femenino,Secundaria,Matematicas,12.37,92,No,21,5,Bajo,5,74,1,9,2015-05-19,16
Femenino,Primaria,Matematicas,12.05,77,No,27,4,Medio,6,78,4,7,2015-09-19,7
Masculino,Universitario,Artes,16.28,58,No,17,2,Alto,9,84,7,8,2016-04-06,23
Femenino,Primaria,Ciencias,11.22,82,Si,18,3,Medio,8,90,2,7,2017-02-16,7
Masculino,Secundaria,Matematicas,13.77,78,Si,26,3,Alto,8,92,6,1,2017-04-18,15
Femenino,Primaria,Ciencias,8.99,76,No,5,1,Bajo,8,99,7,4,2017-08-13,8
Femenino,Primaria,Ciencias,10.43,91,Si,8,4,Bajo,7,72,8,2,2017-11-12,11
Masculino,Secundaria,Matematicas,9.26,51,No,6,4,Alto,10,97,7,8,2015-01-20,13
Femenino,Primaria,Matematicas,18.49,58,Si,27,3,Bajo,8,71,10,8,2017-03-22,9
Masculino,Universitario,Ciencias,18.57,87,No,27,3,Bajo,6,80,4,4,2015-05-28,19
Femenino,Primaria,Artes,10.6,90,No,10,2,Bajo,9,74,1,3,2015-02-27,6
Femenino,Universitario,Matematicas,9.45,62,No,6,5,Medio,6,95,2,6,2016-09-28,17
Masculino,Primaria,Matematicas,9.3,90,No,25,5,Alto,10,79,7,4,2017-12-12,8
Masculino,Universitario,Ciencias,8.18,66,No,11,4,Alto,8,92,6,4,2016-02-19,22
Femenino,Primaria,Matematicas,14.1,65,No,25,1,Medio,7,92,8,9,2016-03-28,10
Masculino,Secundaria,Artes,11.62,59,Si,7,4,Medio,7,92,2,6,2015-08-17,15
Masculino,Universitario,Ciencias,14.5,78,Si,21,4,Medio,5,97,6,10,2016-08-26,19
Femenino,Universitario,Matematicas,15.44,76,No,15,3,Medio,7,98,7,4,2016-05-19,23
Femenino,Primaria,Ciencias,8.04,88,No,7,5,Medio,7,93,1,10,2016-12-30,7
Masculino,Secundaria,Artes,9.3,53,No,19,3,Bajo,8,80,10,5,2017-03-16,13
Masculino,Universitario,Matematicas,15.94,71,No,5,1,Bajo,10,92,4,9,2016-10-30,23
Masculino,Universitario,Matematicas,9.21,75,No,14,1,Medio,5,91,7,10,2015-06-07,20
Masculino,Universitario,Artes,19.53,61,Si,7,4,Medio,6,75,9,7,2016-09-14,17
Femenino,Primaria,Artes,16.95,91,Si,19,3,Alto,10,84,10,6,2017-06-26,11
Masculino,Secundaria,Matematicas,19.84,54,No,14,3,Alto,7,82,1,9,2015-08-13,14
Femenino,Primaria,Artes,16.73,72,Si,20,5,Medio,9,99,3,5,2016-03-05,8
Masculino,Secundaria,Matematicas,16.73,65,Si,5,5,Bajo,6,98,6,10,2017-10-26,12
Femenino,Universitario,Artes,12.44,86,Si,24,3,Bajo,7,75,6,9,2016-12-09,18
Masculino,Universitario,Ciencias,10.22,66,Si,24,5,Bajo,9,97,4,7,2015-09-19,17
Masculino,Primaria,Artes,19.13,89,Si,19,2,Medio,5,82,1,5,2015-04-22,7
Femenino,Primaria,Ciencias,9.98,59,Si,19,3,Alto,5,86,6,4,2015-05-30,8
Femenino,Universitario,Artes,19.92,87,No,12,3,Alto,9,88,2,9,2017-03-25,17
Masculino,Primaria,Matematicas,17.86,52,Si,24,3,Medio,6,97,7,2,2016-10-03,8
Masculino,Primaria,Matematicas,9.37,54,Si,11,2,Medio,8,80,1,9,2017-08-01,10
Masculino,Universitario,Matematicas,18.15,74,Si,15,5,Alto,7,81,4,10,2017-06-01,23
Femenino,Secundaria,Ciencias,9.23,74,Si,26,4,Bajo,6,82,7,4,2016-10-12,14
Femenino,Primaria,Ciencias,19.07,90,No,29,1,Alto,5,97,2,1,2017-06-09,7
Femenino,Universitario,Artes,13.11,91,No,8,2,Alto,7,90,7,7,2015-08-18,20
Masculino,Secundaria,Artes,15.95,64,No,25,3,Bajo,9,90,4,4,2015-01-28,16
Masculino,Secundaria,Ciencias,8.51,97,No,19,1,Bajo,6,84,7,6,2017-05-06,16
Femenino,Primaria,Matematicas,14.22,88,Si,8,2,Alto,7,76,7,4,2017-09-09,9
Masculino,Primaria,Ciencias,14.11,81,Si,21,3,Bajo,8,87,9,7,2016-03-09,10
Femenino,Primaria,Ciencias,12.19,98,No,27,3,Medio,5,99,1,8,2015-11-14,6
Masculino,Secundaria,Ciencias,14.03,67,No,25,5,Medio,9,88,8,9,2016-09-15,13
Masculino,Universitario,Artes,9.65,54,No,5,3,Bajo,8,99,8,8,2015-03-10,23
Masculino,Secundaria,Ciencias,10.28,69,No,5,2,Alto,8,88,10,4,2017-08-25,15
Masculino,Secundaria,Artes,19.87,57,No,16,5,Medio,9,75,9,10,2016-03-02,12
Femenino,Universitario,Artes,8.64,91,Si,10,2,Alto,10,84,1,6,2015-03-29,19
Femenino,Primaria,Ciencias,9.81,96,No,28,2,Bajo,8,73,3,8,2015-02-18,11
Femenino,Universitario,Ciencias,10.59,76,Si,14,4,Medio,9,86,3,1,2017-06-14,19
Masculino,Universitario,Artes,14.24,64,Si,5,4,Medio,10,79,9,8,2015-08-21,17
Masculino,Primaria,Artes,17.16,60,Si,26,3,Alto,7,89,10,3,2016-01-26,7
Masculino,Primaria,Artes,17.02,69,No,24,4,Medio,6,91,10,6,2017-12-04,6
Masculino,Universitario,Artes,15.36,54,Si,8,1,Alto,6,75,9,2,2017-09-16,22
Masculino,Primaria,Ciencias,17.09,67,No,29,3,Bajo,9,79,5,7,2017-05-26,6
Femenino,Primaria,Ciencias,9.04,80,Si,24,5,Alto,10,90,5,3,2015-01-24,9
Femenino,Primaria,Artes,18.63,98,No,20,2,Medio,10,73,7,5,2015-03-04,8
Femenino,Secundaria,Matematicas,16.29,89,Si,15,3,Medio,9,73,6,1,2016-02-29,15
Femenino,Primaria,Matematicas,12.85,65,No,17,1,Alto,8,92,8,5,2016-09-20,9
Femenino,Secundaria,Matematicas,8.64,81,No,22,3,Medio,9,84,6,9,2015-10-27,13
Femenino,Secundaria,Ciencias,19.56,80,Si,14,1,Bajo,8,87,6,7,2016-03-16,13
Femenino,Secundaria,Ciencias,13.41,75,Si,28,5,Bajo,7,93,2,8,2015-07-02,15
Masculino,Primaria,Ciencias,13.24,76,No,29,4,Medio,9,82,7,5,2016-05-30,9
Femenino,Universitario,Matematicas,12.31,83,No,17,3,Bajo,6,93,3,1,2017-03-18,22
Femenino,Primaria,Ciencias,14.11,95,No,16,4,Bajo,7,70,10,3,2015-06-26,8
Masculino,Universitario,Matematicas,12.48,83,No,24,1,Alto,7,90,9,2,2017-01-26,22
Masculino,Universitario,Ciencias,15.84,84,Si,14,3,Medio,5,80,7,5,2016-06-09,18
Femenino,Secundaria,Ciencias,12.8,72,Si,27,3,Alto,6,74,9,8,2017-02-22,14
Femenino,Secundaria,Matematicas,15.16,64,No,6,4,Bajo,9,83,8,10,2015-01-23,13
Masculino,Primaria,Ciencias,19.87,55,No,17,5,Medio,7,78,6,5,2016-11-07,6
Masculino,Primaria,Ciencias,14.78,66,Si,18,1,Medio,8,74,3,2,2015-03-09,11
Masculino,Universitario,Matematicas,12.94,86,No,5,4,Medio,6,89,8,6,2016-10-23,24
Masculino,Primaria,Ciencias,10.09,56,No,26,4,Alto,8,97,10,5,2016-09-04,9
Femenino,Secundaria,Ciencias,17.44,68,No,7,3,Bajo,8,84,4,7,2015-07-21,16
Masculino,Secundaria,Ciencias,17.23,50,No,18,5,Bajo,8,81,4,5,2015-10-12,13
Femenino,Primaria,Artes,16.63,60,No,6,3,Medio,9,97,1,5,2016-12-09,9
Femenino,Primaria,Matematicas,8.35,65,No,11,4,Bajo,10,83,10,8,2017-07-02,9
Femenino,Universitario,Artes,13.99,75,Si,14,3,Bajo,8,80,7,9,2017-07-20,22
Masculino,Universitario,Ciencias,19.7,51,Si,26,5,Medio,10,70,7,7,2016-05-25,19
Femenino,Universitario,Matematicas,18.45,57,Si,24,3,Medio,10,83,8,4,2015-01-21,18
Femenino,Secundaria,Matematicas,10.54,65,Si,26,1,Bajo,7,75,2,10,2016-07-08,16
Masculino,Primaria,Matematicas,15.05,94,No,24,5,Bajo,5,84,1,9,2016-12-12,10
Masculino,Secundaria,Artes,15.63,87,Si,10,3,Alto,5,94,4,10,2016-06-02,14
Femenino,Secundaria,Artes,16.61,87,No,15,1,Alto,6,83,5,9,2016-06-30,12
Masculino,Primaria,Matematicas,16.55,99,No,24,3,Alto,7,99,6,1,2015-08-16,6
Masculino,Universitario,Ciencias,9.45,95,Si,26,5,Alto,10,88,2,3,2016-01-14,23
Femenino,Universitario,Matematicas,9.53,95,No,18,5,Alto,7,92,5,1,2015-01-11,19
Masculino,Primaria,Ciencias,16.6,86,No,18,4,Alto,9,93,9,7,2016-10-03,7
Masculino,Universitario,Ciencias,8.01,53,Si,16,2,Medio,7,88,8,3,2016-03-31,21
Femenino,Universitario,Ciencias,13.76,99,No,22,3,Bajo,6,99,5,1,2016-09-09,18
Masculino,Universitario,Ciencias,19.08,99,No,20,1,Medio,5,95,4,1,2017-10-01,19
Femenino,Secundaria,Ciencias,8.91,72,No,19,1,Bajo,10,88,2,4,2016-12-19,14
Femenino,Primaria,Ciencias,13.68,74,Si,26,5,Bajo,8,82,3,3,2016-07-14,10
Femenino,Universitario,Ciencias,18.67,90,No,11,5,Alto,5,71,4,8,2015-02-25,19
Masculino,Primaria,Matematicas,18.25,84,Si,14,4,Medio,5,94,10,1,2015-11-27,8
Femenino,Secundaria,Ciencias,12.91,88,No,6,2,Bajo,5,90,10,5,2015-08-02,14
Femenino,Secundaria,Artes,8.15,68,No,23,4,Bajo,9,81,2,3,2015-09-02,14
Masculino,Universitario,Ciencias,19.02,87,No,18,4,Bajo,9,71,4,10,2015-12-09,23
Femenino,Primaria,Matematicas,17.68,75,Si,13,2,Alto,10,70,10,7,2015-02-01,9
Femenino,Primaria,Matematicas,12.94,54,Si,26,3,Medio,10,71,9,10,2016-06-10,11
Femenino,Primaria,Ciencias,9.63,64,No,28,5,Medio,6,88,2,3,2016-12-08,8
Femenino,Primaria,Matematicas,17.36,61,Si,12,3,Bajo,5,77,6,8,2015-10-22,9
Femenino,Universitario,Ciencias,17.39,79,No,12,3,Medio,7,79,2,2,2016-05-07,19
Femenino,Primaria,Matematicas,16.45,68,Si,6,3,Bajo,10,82,9,3,2016-12-06,9
Masculino,Primaria,Artes,19.12,88,Si,8,5,Medio,10,72,6,5,2016-09-07,11
Femenino,Universitario,Ciencias,14.81,98,No,10,4,Alto,9,76,3,2,2015-02-21,21
Femenino,Primaria,Ciencias,19.99,93,Si,26,1,Alto,6,76,9,2,2016-07-29,9
Femenino,Secundaria,Artes,14.09,53,No,22,2,Medio,7,92,1,8,2017-09-27,16
Masculino,Primaria,Artes,10.23,56,Si,14,1,Medio,8,91,10,3,2017-12-10,6
Femenino,Secundaria,Matematicas,14.8,84,Si,23,2,Alto,10,70,3,6,2015-10-10,16
Femenino,Primaria,Matematicas,18.96,85,No,23,5,Bajo,6,81,10,4,2016-03-19,10
Femenino,Universitario,Ciencias,15.45,51,Si,16,1,Medio,6,93,2,3,2016-11-01,23
Masculino,Secundaria,Artes,16.55,74,Si,24,4,Bajo,7,95,8,4,2016-10-02,14
Femenino,Universitario,Artes,11.11,72,No,15,2,Medio,5,83,1,9,2015-11-28,24
Masculino,Secundaria,Artes,15.13,61,No,18,2,Bajo,5,84,3,8,2016-05-29,14
Masculino,Secundaria,Artes,15.64,73,Si,20,2,Bajo,10,85,9,7,2015-04-20,16
Masculino,Secundaria,Ciencias,18.48,80,Si,21,2,Alto,10,83,10,2,2016-06-06,16
Masculino,Universitario,Matematicas,16.58,74,Si,15,4,Medio,8,75,5,3,2017-12-13,24
Femenino,Primaria,Artes,9.07,96,No,9,4,Medio,10,90,10,4,2017-03-30,7
Femenino,Primaria,Artes,11.62,68,Si,16,4,Medio,8,97,2,8,2016-09-12,8
Masculino,Primaria,Artes,14.8,73,Si,23,5,Medio,10,73,9,8,2017-07-23,9
Masculino,Secundaria,Matematicas,10.54,84,Si,5,5,Alto,5,71,3,10,2015-10-23,16
Femenino,Secundaria,Matematicas,11.34,67,No,8,4,Medio,5,75,9,10,2016-02-10,14
Masculino,Universitario,Artes,12.61,69,Si,23,4,Alto,9,76,9,3,2015-03-03,21
Masculino,Secundaria,Artes,9.38,63,No,13,3,Alto,7,83,1,1,2017-09-06,13
Femenino,Secundaria,Artes,19.96,70,No,10,3,Alto,10,78,9,5,2016-03-10,14
Femenino,Primaria,Artes,10.73,98,No,13,1,Alto,5,90,4,7,2017-02-25,10
Masculino,Secundaria,Artes,11.25,91,No,28,1,Medio,8,83,7,4,2016-03-16,12
Masculino,Secundaria,Artes,18.19,72,No,5,1,Bajo,9,99,2,7,2017-07-19,13
Femenino,Primaria,Matematicas,14.27,87,No,16,3,Bajo,10,87,4,1,2017-10-19,8
Masculino,Universitario,Matematicas,12.09,98,Si,8,4,Medio,9,72,10,1,2015-03-30,22
Masculino,Primaria,Ciencias,14.56,58,No,12,4,Medio,10,97,4,1,2017-12-22,6
Femenino,Universitario,Artes,14.8,66,No,24,1,Medio,9,70,10,10,2017-02-26,20
Femenino,Universitario,Matematicas,13.6,64,Si,27,5,Alto,7,97,9,9,2015-10-19,17
Femenino,Primaria,Artes,13.62,51,No,23,1,Medio,10,91,4,10,2016-04-23,9
Femenino,Primaria,Matematicas,17.5,84,No,11,5,Medio,6,86,2,8,2015-11-15,8
Masculino,Primaria,Artes,9.05,62,No,18,5,Alto,5,73,4,4,2017-11-27,10
Masculino,Universitario,Ciencias,14.02,97,No,21,4,Alto,7,97,9,1,2016-10-21,21
Femenino,Primaria,Matematicas,19.41,73,Si,21,4,Medio,7,77,1,9,2016-10-17,9
Masculino,Secundaria,Artes,15.52,96,No,23,5,Medio,8,91,9,1,2017-06-16,16
Femenino,Universitario,Ciencias,18.81,96,Si,8,2,Medio,6,71,3,5,2017-10-27,24
Masculino,Secundaria,Matematicas,11.42,84,No,17,2,Bajo,9,82,8,1,2015-09-13,15
Masculino,Secundaria,Matematicas,13.49,90,No,26,5,Bajo,7,82,5,1,2017-02-24,15
Femenino,Primaria,Matematicas,9.99,85,No,17,4,Alto,10,94,2,9,2015-05-01,9
Femenino,Secundaria,Matematicas,15.71,92,No,22,5,Bajo,5,85,6,10,2017-08-10,12
Masculino,Secundaria,Matematicas,9.53,58,No,13,4,Bajo,10,91,10,4,2017-12-05,15
Masculino,Universitario,Artes,12.84,53,Si,6,3,Bajo,5,82,8,4,2016-09-16,24
Masculino,Primaria,Matematicas,18.49,73,Si,20,2,Alto,6,86,8,8,2017-04-30,10
Masculino,Secundaria,Matematicas,19.83,72,Si,16,2,Alto,5,83,5,1,2017-12-07,13
Masculino,Primaria,Ciencias,11.6,99,Si,23,3,Medio,7,96,7,5,2015-01-24,8
Masculino,Universitario,Ciencias,17.86,77,Si,28,1,Medio,10,92,5,4,2015-01-31,18
Masculino,Secundaria,Artes,9.05,98,Si,27,5,Medio,10,86,5,7,2015-06-30,16
Masculino,Secundaria,Matematicas,16.78,63,No,28,3,Alto,9,94,4,2,2017-12-07,12
Femenino,Primaria,Ciencias,18.41,86,No,12,2,Alto,7,94,5,9,2015-11-05,10
Femenino,Primaria,Matematicas,17.72,79,No,12,4,Alto,7,85,9,9,2017-04-25,6
Femenino,Primaria,Matematicas,12.33,70,Si,16,5,Alto,8,92,5,5,2017-07-18,8
Masculino,Primaria,Matematicas,17.95,54,Si,14,3,Bajo,5,84,9,8,2016-04-26,8
Masculino,Primaria,Artes,10.74,51,No,18,2,Medio,9,90,10,6,2017-07-31,7
Femenino,Primaria,Ciencias,13.6,66,No,18,5,Alto,7,83,4,3,2016-07-27,10
Femenino,Primaria,Matematicas,13.41,71,No,18,5,Medio,7,86,7,1,2015-04-18,8
Femenino,Universitario,Ciencias,18.26,91,Si,12,3,Medio,9,97,7,6,2017-09-09,23
Femenino,Secundaria,Matematicas,19.76,93,Si,16,4,Alto,8,79,10,6,2017-06-29,14
Femenino,Primaria,Matematicas,14.12,95,No,7,4,Alto,5,76,7,1,2017-10-22,9
Femenino,Secundaria,Ciencias,12.71,61,Si,18,3,Medio,10,78,5,1,2015-10-02,12
Masculino,Universitario,Ciencias,13.16,53,Si,19,1,Medio,5,93,4,5,2016-02-04,23
Femenino,Universitario,Ciencias,14.44,89,Si,22,3,Bajo,6,96,8,4,2017-07-22,21
Masculino,Secundaria,Artes,19.72,76,No,27,5,Medio,8,87,1,4,2015-11-29,13
Masculino,Secundaria,Artes,13.51,80,No,16,2,Bajo,9,98,2,7,2016-12-17,16
Masculino,Universitario,Ciencias,12.83,74,No,21,4,Bajo,7,81,4,10,2017-04-01,18
Femenino,Secundaria,Artes,18.05,98,Si,25,4,Medio,10,93,9,9,2017-11-08,13
Masculino,Primaria,Ciencias,9.19,66,Si,16,5,Alto,8,85,8,3,2015-07-22,9
Masculino,Secundaria,Artes,12.47,81,Si,23,3,Medio,6,95,4,3,2017-03-12,16
Femenino,Universitario,Ciencias,18.49,52,No,21,5,Medio,6,72,9,1,2017-02-13,20
Masculino,Primaria,Ciencias,19.93,92,No,8,5,Bajo,9,99,10,8,2017-10-08,10
Masculino,Universitario,Artes,17.74,76,Si,11,3,Alto,7,97,10,6,2017-02-04,17
Femenino,Secundaria,Matematicas,15.19,85,No,25,5,Medio,10,72,8,3,2016-05-13,12
Femenino,Secundaria,Artes,18.22,53,Si,22,2,Bajo,9,90,3,9,2017-11-26,13
Femenino,Secundaria,Ciencias,14.16,86,No,5,4,Medio,6,78,10,5,2015-09-22,14
Masculino,Secundaria,Ciencias,15.28,77,Si,23,1,Alto,10,76,6,1,2016-07-17,15
Femenino,Secundaria,Matematicas,9.81,96,Si,8,4,Alto,6,72,4,10,2015-09-25,14
Masculino,Primaria,Ciencias,12.15,67,No,28,2,Alto,10,71,2,6,2015-02-12,9
Masculino,Primaria,Ciencias,8.41,51,No,13,3,Alto,6,98,2,6,2015-10-19,9
Femenino,Primaria,Artes,16.12,74,Si,10,1,Alto,8,91,3,9,2017-02-08,7
Femenino,Secundaria,Artes,13.13,87,No,8,1,Medio,9,84,1,3,2015-01-05,15
Femenino,Secundaria,Matematicas,8.63,80,Si,11,1,Alto,7,77,2,5,2015-02-17,15
Masculino,Primaria,Ciencias,18.14,81,Si,29,2,Alto,6,93,2,8,2016-02-25,10
Masculino,Universitario,Artes,19.78,70,No,20,3,Alto,9,99,2,2,2017-10-27,19
Femenino,Secundaria,Artes,14.79,95,No,16,3,Alto,9,80,1,4,2017-05-10,16
Masculino,Primaria,Ciencias,19.06,74,No,28,1,Bajo,6,99,2,1,2016-06-27,6
Femenino,Secundaria,Ciencias,11.3,98,No,15,5,Alto,6,96,3,3,2017-08-18,14
Masculino,Universitario,Artes,11.55,89,Si,17,1,Alto,5,91,5,6,2016-02-09,24
Masculino,Primaria,Matematicas,14.71,77,Si,17,5,Alto,9,77,8,7,2015-06-19,10
Femenino,Secundaria,Ciencias,10.83,94,Si,18,3,Alto,5,95,3,4,2016-02-26,12
