Marca,Producto,Tipo,Pulgadas,Procesador,RAM(GB),GPU,SistemaOperativo,Peso(kg),Precio(S/),Resolucion,TipoPantalla,PantallaTactil,Proc_freq(GHz),Almacenamiento_1(GB),Almacenamiento_1_tipo,Almacenamiento_2(GB),Almacenamiento_2_tipo,Marca_procesador,Marca_GPU
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7560U ,8,Intel Iris Plus Graphics 640,Windows 10,1.23,5736.64,1920x1080,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK ,16,Nvidia GeForce GTX 980M,Windows 10,4.6,11439.96,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,1000.0,Hybrid,Intel,Nvidia
Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.25,4280.64,3840x2160,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.05,9260.16,1920x1080,,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Asus,Rog GL752VW-T4308T,Gaming,17.3,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,3.52,5459.96,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Intel Atom X5-Z8350 ,4,Intel HD Graphics 400,Windows 10,1.35,815.36,1920x1080,,0.0,1.44,32.0,FlashStorage,0.0,,Intel,Intel
HP,Spectre Pro,Notebook,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.16,7030.4,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.43,6294.08,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Linux,2.09,2178.3,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Asus,VivoBook Max,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,1809.6,1366x768,,0.0,2.4,1000.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.8,6943.04,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 ,4,Intel HD Graphics 400,Windows 10,0.69,1992.64,1920x1200,IPSPanel,1.0,1.44,64.0,FlashStorage,0.0,,Intel,Intel
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,1.26,7883.2,1366x768,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1060,No OS,2.4,4114.24,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Omen -,Gaming,17.3,Intel Core i5 6300HQ ,8,Nvidia GeForce GTX 1060,Windows 10,3.35,4696.64,1920x1080,IPSPanel,0.0,2.3,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.04,2616.64,1366x768,,0.0,2.7,2000.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Intel Core i7 6600U ,8,Nvidia Quadro M500M,Windows 7,1.8,8529.58,1920x1080,IPSPanel,1.0,2.6,512.0,SSD,0.0,,Intel,Nvidia
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.5,1156.48,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
HP,250 G6,Ultrabook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.84,3128.32,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.23,2562.56,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Intel Core i7 6500U ,16,AMD Radeon R7 M360,Windows 10,2.5,4571.84,1920x1080,,0.0,2.5,1000.0,Hybrid,0.0,,Intel,AMD
HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ ,8,Nvidia Quadro M3000M,Windows 7,3.0,16429.5,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.5,3261.44,1366x768,,0.0,2.5,1000.0,HDD,0.0,,Intel,AMD
MSI,GT72S Dominator,Gaming,17.3,Intel Core i7 6820HQ ,16,Nvidia GeForce GTX 980M,Windows 10,3.78,9979.84,1920x1080,,0.0,2.7,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.88,9034.36,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6600U ,16,Intel HD Graphics 520,Windows 10,2.8,10150.4,2560x1440,IPSPanel,1.0,2.6,512.0,SSD,0.0,,Intel,Intel
MSI,GP62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,4754.05,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.48,6776.64,1920x1080,,1.0,2.4,256.0,SSD,0.0,,Intel,Intel
HP,ZBook 15,Workstation,15.6,Intel Core i7 6700HQ ,8,Nvidia Quadro M1000M,Windows 7,2.59,9272.64,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Nvidia
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.48,7483.84,2560x1440,,1.0,2.6,256.0,SSD,0.0,,Intel,Intel
HP,ZBook Studio,Workstation,15.6,Intel Core i7 6700HQ ,8,Nvidia Quadro M1000M,Windows 7,2.0,7899.84,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Nvidia
HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.26,9555.31,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.18,4201.18,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
HP,EliteBook 850,Notebook,15.6,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 7,1.88,6568.64,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.27,9730.24,2560x1440,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.9,1410.24,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,AMD E-Series 7110 ,4,AMD Radeon R2 Graphics,Windows 10,1.86,1235.52,1366x768,,0.0,1.8,500.0,HDD,0.0,,AMD,AMD
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i5 6200U ,8,AMD Radeon R5 M330,No OS,2.32,2491.84,1920x1080,,0.0,2.3,1000.0,HDD,0.0,,Intel,AMD
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,4987.84,1920x1080,,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Dell,XPS 15,Notebook,15.6,Intel Core i5 6300HQ ,8,Nvidia GeForce 960M,Windows 10,2.04,9362.83,3840x2160,IPSPanel,1.0,2.3,256.0,SSD,0.0,,Intel,Nvidia
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,AMD A6-Series A6-9220 ,4,AMD Radeon 520,Windows 10,1.91,1992.18,1920x1080,,0.0,2.5,256.0,SSD,0.0,,AMD,AMD
MSI,GP72M 7REX,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,6210.05,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad T460s,Ultrabook,14.0,Intel Core i7 6600U ,12,Intel HD Graphics 520,Windows 7,1.4,9563.84,1920x1080,,0.0,2.6,512.0,SSD,0.0,,Intel,Intel
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Intel Core i5 6200U ,8,AMD Radeon R5 M330,Windows 10,2.5,3280.12,1920x1080,,0.0,2.3,1000.0,Hybrid,0.0,,Intel,AMD
HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,1.48,8490.56,2560x1440,,1.0,2.6,512.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T460,Ultrabook,14.0,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 7,1.7,6235.84,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
MSI,GS40 Phantom,Gaming,14.0,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,1.7,7359.04,1920x1080,,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Pavilion 15-cb003nv,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,3739.84,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.2,1909.44,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
HP,250 G4,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.1,1984.28,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,6231.68,3840x2160,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.95,5782.4,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Intel Core i3 6006U ,4,Nvidia GeForce 920MX ,Windows 10,2.2,1946.88,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,Nvidia
HP,Stream 14-AX000nv,Notebook,14.0,Intel Celeron Dual Core N3060 ,2,Intel HD Graphics 400,Windows 10,1.44,1035.84,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,,Intel,Intel
MSI,PL60 7RD,Gaming,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,3490.24,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
HP,250 G5,Notebook,15.6,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.96,2824.64,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,2.1,4821.44,1920x1080,,0.0,1.8,512.0,SSD,0.0,,Intel,Intel
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 ,4,Intel HD Graphics,Windows 10,2.2,1535.04,1366x768,,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,No OS,2.1,1655.68,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,No OS,2.2,2949.44,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Nvidia
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,3199.04,1920x1080,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Intel Core i7 6500U ,4,Intel HD Graphics 520,Windows 7,2.32,3432.0,1920x1080,,0.0,2.5,1000.0,Hybrid,0.0,,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960,Windows 10,3.31,5428.8,1920x1080,IPSPanel,0.0,2.6,512.0,SSD,0.0,,Intel,Nvidia
MSI,GS60 Ghost,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 970M,Windows 10,1.91,8958.02,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ProBook 450,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.07,2704.0,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.36,6809.92,2560x1440,IPSPanel,1.0,2.3,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Intel Core i7 7500U ,6,Nvidia GeForce 920M,Windows 10,1.54,3456.96,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce GT 940MX,Linux,1.98,3723.24,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,1385.28,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
HP,Pavilion 15-BC000nv,Notebook,15.6,Intel Core i7 6700HQ ,6,Nvidia GeForce GTX 960M,Windows 10,2.18,3323.84,1920x1080,IPSPanel,0.0,2.6,1000.0,HDD,0.0,,Intel,Nvidia
Asus,Rog GL552VW-DM201T,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.591,3781.44,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,2.09,4904.64,1920x1080,,1.0,2.7,512.0,SSD,0.0,,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 940MX,Windows 10,2.23,2874.56,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 6300U ,8,Intel HD Graphics 520,Linux,1.23,4571.84,3200x1800,,1.0,2.4,256.0,SSD,0.0,,Intel,Intel
Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.2,10811.84,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.4,3407.04,1920x1080,IPSPanel,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
HP,250 G6,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.86,2017.6,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 5300,Mac OS X,0.92,4838.08,2304x1440,IPSPanelRetinaDisplay,0.0,1.1,256.0,FlashStorage,0.0,,Intel,Intel
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.6,4987.84,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Pavilion Power,Notebook,15.6,Intel Core i7 7700HQ ,12,Nvidia GeForce GTX 1050,Windows 10,2.21,5520.32,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,No OS,1.9,1530.88,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
Asus,Rog G752VY-GC229T,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,8944.0,1920x1080,IPSPanel,0.0,2.6,512.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Linux,2.1,1131.52,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
MSI,GS73VR 7RF,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.43,8523.42,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R7 M440,Windows 10,2.3,2075.84,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,AMD
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i7 6500U ,8,Nvidia GeForce 920MX,No OS,2.2,2616.64,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,2.0,5345.6,1920x1080,,1.0,1.8,512.0,SSD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.2,11148.8,3200x1800,,1.0,2.7,512.0,SSD,0.0,,Intel,Intel
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.2,4863.04,1920x1080,,0.0,2.6,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.36,3698.24,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,AMD
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.91,2408.64,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series 9000 ,4,AMD Radeon R2 Graphics,Windows 10,2.2,1243.84,1366x768,,0.0,2.2,500.0,HDD,0.0,,AMD,AMD
Acer,Aspire E5-774G,Notebook,17.3,Intel Core i3 6006U ,8,Nvidia GeForce 940MX,Windows 10,3.3,2616.64,1600x900,,0.0,2.0,1000.0,HDD,0.0,,Intel,Nvidia
Asus,Rog Strix,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.2,10187.84,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M ,8,Intel HD Graphics 515,Mac OS X,0.92,5320.64,2304x1440,IPSPanelRetinaDisplay,0.0,1.2,512.0,FlashStorage,0.0,,Intel,Intel
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.2,7275.84,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.43,8107.8,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 7579,2 in 1 Convertible,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.191,4155.84,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Asus,ROG Strix,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.9,8107.84,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Intel Celeron Dual Core 3205U ,2,Intel HD Graphics,Chrome OS,1.3,723.84,1366x768,,0.0,1.5,32.0,SSD,0.0,,Intel,Intel
Acer,E5 774G,Notebook,17.3,Intel Core i3 6006U ,4,Nvidia GeForce 940MX,Windows 10,3.3,2487.68,1600x900,,0.0,2.0,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,2.8,2242.24,1600x900,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,5291.52,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Intel Core i7 7Y75 ,8,Intel HD Graphics 615,Windows 10,1.2,4779.84,1920x1080,IPSPanel,1.0,1.3,256.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad T560,Notebook,15.6,Intel Core i7 6600U ,8,Intel HD Graphics 520,Windows 10,2.3,6360.64,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
MSI,GP62MVR 6RF,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.2,6140.62,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,AMD A12-Series 9720P ,6,AMD Radeon 530,Windows 10,2.1,2200.64,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,AMD,AMD
Dell,Latitude E7270,Ultrabook,12.5,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 7,1.26,7127.62,1920x1080,,1.0,2.4,256.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 5578,2 in 1 Convertible,15.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.08,2117.44,1920x1080,,1.0,2.4,500.0,HDD,0.0,,Intel,Intel
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 ,4,Intel HD Graphics 405,Windows 10,2.65,1285.44,1366x768,,0.0,1.6,1000.0,HDD,0.0,,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.29,6144.32,3200x1800,,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 520,Linux,2.18,2170.94,1366x768,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960M,Windows 10,2.6,4280.64,1920x1080,IPSPanel,1.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GL62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,4779.84,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad Yoga,Netbook,12.5,Intel Core i7 6500U ,16,Intel HD Graphics 520,Windows 10,1.3,6864.0,1920x1080,IPSPanel,1.0,2.5,512.0,SSD,0.0,,Intel,Intel
Razer,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.95,14555.84,1920x1080,,0.0,2.8,1000.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,2.3,1951.08,1366x768,,1.0,2.4,1000.0,HDD,0.0,,Intel,Intel
MSI,GE72VR Apache,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.7,6647.68,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Apple,MacBook Air,Ultrabook,11.6,Intel Core i5 ,4,Intel HD Graphics 6000,Mac OS X,1.08,3989.44,1366x768,,0.0,1.6,256.0,FlashStorage,0.0,,Intel,Intel
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,1988.48,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,Intel
HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 7,1.54,9144.47,2560x1440,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 7,2.24,3065.92,1366x768,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
MSI,GL62 6QF,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960M,Windows 10,2.3,4863.04,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.4,6235.84,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P ,6,AMD Radeon 530,Windows 10,2.2,2485.89,1920x1080,,0.0,3.6,256.0,SSD,0.0,,AMD,AMD
